sr_no,name,id,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
60,AASH FOUNDATION,"show_ngo_info(""100064"");","DISTRICT EAST/SOCIETY952/2014, Delhi (DELHI)","H.No./ 80,3RD FLOOR, STREET NO.1, VILLAGE KHICHRIPUR, DELHI-110091","Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),New & Renewable Energy,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs",A-1281/7 GD Colony Mayur Vihar Ph. 3 Delhi,NCT of Delhi,DELHI,Not Available,9899152489,Not Available,aasfoundationncr(at)gmail[dot]com
,,,,,,,,,,,,
61,AASHA AUR JANSEWA MAHILA BAL VIKAS TRUST,"show_ngo_info(""223306"");","430, BADARPUR (DELHI)","H NO.- 27-A, GALI NO.-1, BLOCK -A JAITPUR EXTN. PART-II, BADARPUR, NEW DELHI-110044","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Labour & Employment,Land Resources,Minority Issues,Nutrition,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Agriculture,Art & Culture,Children,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Housing,Human Rights,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Any Other,Animal Husbandry, Dairying  &  Fisheries,Disaster Management,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Small & Medium Enterprises,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs","H.No./ 80,3RD FLOOR, STREET NO.1, VILLAGE KHICHRIPUR, DELHI-110091",Delhi,DELHI,011-68506475,9911506475,Not Available,aashfoundation2014(at)gmail[dot]com
,,,,,,,,,,,,
62,aashalata victoria wilkinson memorial charitable,"show_ngo_info(""6545"");","10058, NEW DELHI (DELHI)","L-96-D , 2nd Floor ,D.D.A Flats ,Saket.","Children,Education & Literacy,Health & Family Welfare,Sports,Vocational Training,Women's Development & Empowerment","H NO.- 27-A, GALI NO.-1, BLOCK -A JAITPUR EXTN. PART-II, BADARPUR, NEW DELHI-110044",BADARPUR,DELHI,Not Available,9310341847,Not Available,aashaaurjansewa(at)gmail[dot]com
,,,,,,,,,,,,
63,Aashayein Ek Ummeed,"show_ngo_info(""181786"");","799, Delhi (DELHI)","H.NO-264, Shiva Khand, 2nd Floor, Vishwakarma Nagar","Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","L-96-D , 2nd Floor ,D.D.A Flats ,Saket.",NEW DELHI,DELHI,011-26851611,9910002002,http://www.aashalata.org,victoriawilkinsontrust(at)yahoo[dot]co.in
,,,,,,,,,,,,
64,AASHAYEIN WELFARE SOCIETY,"show_ngo_info(""236328"");","3065, DELHI (DELHI)","133, VARDHMAN TOWER, PREET VIHAR COMMERCIAL COMPLEX",Urban Development & Poverty Alleviation,"H.NO-264, Shiva Khand, 2nd Floor, Vishwakarma Nagar",Delhi,DELHI,Not Available,8800433847,http://www.aashayeinekummeed.org,aeudelhi(at)gmail[dot]com
,,,,,,,,,,,,
65,AASHMA POLYCLINIC CHARITABLE SOCIETY,"show_ngo_info(""150111"");","S/WEST/2010/8900021, DELHI (DELHI)","E 181,OM VIHAR, PHASE-5, UTTAM NAGAR NEW DELHI - 110059","HIV/AIDS,Health & Family Welfare","133, VARDHMAN TOWER, PREET VIHAR COMMERCIAL COMPLEX",DELHI,DELHI,Not Available,8744900900,HTPPS://WWW.AASHAYEIN.IN,mukul[dot]jain(at)aashayein.in
,,,,,,,,,,,,
66,AASMAA FOUNDATION,"show_ngo_info(""201768"");","4367, NEW DELHI (DELHI)","HU-55, VISHAKHA ENCLAVE, PITAMPURA, NEW DELHI, DELHI","Women's Development & Empowerment,Children","E 181,OM VIHAR, PHASE-5, UTTAM NAGAR NEW DELHI - 110059",DELHI,DELHI,Not Available,9312907995,HTTP://WWW.AASHMACHARITABLESOCIETY.ORG,doctorvinaypatel(at)gmail[dot]com
,,,,,,,,,,,,
67,Aasra Al Hind Educational And Social Welfare Society,"show_ngo_info(""151947"");","SOCIETY/WEST/2017/8902148, NEW DELHI (DELHI)","B- 412D D A COLONY, KHAYALA -110018","Art & Culture,Children,Differently Abled,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","HU-55, VISHAKHA ENCLAVE, PITAMPURA, NEW DELHI, DELHI",NEW DELHI,DELHI,Not Available,8130775705,Not Available,AASMAAFOUNDATION(at)GMAIL[dot]COM
,,,,,,,,,,,,
68,AASRA FOUNDATION,"show_ngo_info(""187725"");","174, NEW DELHI  (DELHI)",L EXNT 113 MOHAN GARDEN UTTAM NAGAR NEW DELHI 110059,"Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Land Resources,Micro Small & Medium Enterprises,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Water Resources,Women's Development & Empowerment,Any Other","B- 412
D D A COLONY, KHAYALA -110018",NEW DELHI,DELHI,Not Available,9711725805,https://www.facebook.com/aasraalhind.14,aasra[dot]al.hind(at)gmail.com
,,,,,,,,,,,,
69,AASRA SUDHAR,"show_ngo_info(""173531"");","396, NEW DELHI (DELHI)",H NO 358F F V PO BIJWASAN NEAR MAM CHAND DHARAMSHALA,"Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Aged/Elderly,Food Processing,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources",L EXNT 113 MOHAN GARDEN UTTAM NAGAR NEW DELHI 110059,NEW DELHI,DELHI,Not Available,9873132000,http:\\www.aasrafoundationngo.in,aasrafoundationsr(at)gmail[dot]com
,,,,,,,,,,,,
70,Aastha aur Prayas Samiti,"show_ngo_info(""117091"");","S/67702/2009, EAST DELHI  (DELHI)","36/60, Trilokpuri, Delhi-110091","Aged/Elderly,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs",H NO 358F F V PO BIJWASAN NEAR MAM CHAND DHARAMSHALA,NEW DELHI,DELHI,Not Available,9811373300,Not Available,aasrasudhar(at)gmail[dot]com
,,,,,,,,,,,,
71,Aastha Foundation,"show_ngo_info(""112412"");","411/07.02.2005, New Delhi (DELHI)","12LF, Tansen Marg, New Delhi - 110001","Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training,Women's Development & Empowerment","36/60, Trilokpuri, Delhi-110091",EAST DELHI,DELHI,011-22710771,9643600096,Not Available,aapsamiti(at)gmail[dot]com
,,,,,,,,,,,,
72,AASTHA FOUNDATION,"show_ngo_info(""225519"");","2181, NEW DELHI (DELHI)","H NO.173, BLOCK-C, GALI NO. 1, HANUMAN NAGAR, OLD SHIV MANDIR, NALA CAMP, RANGPURI PAHARI, NEW DELHI-110037","Education & Literacy,Health & Family Welfare,Vocational Training","12LF, Tansen Marg, New Delhi - 110001",New Delhi,DELHI,011-23358565,9811747384,http://www.aasthafoundation.in,info(at)aasthafoundation[dot]in
,,,,,,,,,,,,
73,AASTHA MANAV KALYAN FOUNDATION,"show_ngo_info(""230800"");","103, NEW DELHI (DELHI)","4033, G/F, GALI AHIRAN PAHARI, DHIRAJ, DELHI- 110006,",Data Not Found,"H NO.173, BLOCK-C, GALI NO. 1, HANUMAN NAGAR, OLD SHIV MANDIR, NALA CAMP, RANGPURI PAHARI, NEW DELHI-110037",NEW DELHI,DELHI,Not Available,8010640327,http://www.aasthafoundations.com,aasthafoundation51(at)gmail[dot]com
,,,,,,,,,,,,
74,Aastha Manav Vikas Samiti,"show_ngo_info(""117652"");","548/2013, Delhi (DELHI)","18/148 Trilokpuri, Delhi-110091","Aged/Elderly,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Right to Information & Advocacy,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","4033, G/F, GALI AHIRAN PAHARI, DHIRAJ, DELHI- 110006,",NEW DELHI,DELHI,Not Available,7319923362,Not Available,aasthamanavfoundation(at)gmail[dot]com
,,,,,,,,,,,,
75,AASTHA WORLD,"show_ngo_info(""206736"");","S-47591 OF 2003, NEW DELHI (DELHI)","319 A, 2ND FLOOR (BACK SIDE) PRAKASH MOHALLAH, EAST OF KAILASH, NEW DELHI","Environment & Forests,Health & Family Welfare,Water Resources,Women's Development & Empowerment,Youth Affairs","18/148 Trilokpuri, Delhi-110091",Delhi,DELHI,011-22710771,8130452011,Not Available,aasthamanavvikassamiti(at)gmail[dot]com
,,,,,,,,,,,,
76,AATAM SODHAN NGO WELFARE SOCIETY,"show_ngo_info(""185192"");","S/1198/SDM/NW/2012, DELHI (DELHI)","166 A , SULTAN PURI MAZRA EXTENSION DELHI-110041","Art & Culture,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","319 A, 2ND FLOOR (BACK SIDE) PRAKASH MOHALLAH, EAST OF KAILASH, NEW DELHI",NEW DELHI,DELHI,Not Available,7277777770,Not Available,mrityunjaysks(at)gmail[dot]com
,,,,,,,,,,,,
77,AATHMIKA FOUNDATION,"show_ngo_info(""118250"");","410, NEW DELHI (DELHI)","RZA 33/10, GF, PUL PRAHLAD PUR","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises","166 A , SULTAN PURI MAZRA EXTENSION DELHI-110041",DELHI,DELHI,Not Available,9818105224,Not Available,aatam[dot]sodhan(at)gmail.com
,,,,,,,,,,,,
78,Aatmic Prem Charitable Trust,"show_ngo_info(""191168"");","3424, Delhi (DELHI)","B-26, Gali No-1, B Block, Shri Ram Colony, Delhi-11094","Children,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Minority Issues,Nutrition,Vocational Training,Women's Development & Empowerment","RZA 33/10, GF, PUL PRAHLAD PUR",NEW DELHI,DELHI,0120-4335719,9873961111,http://www.aathmikafoundation.com,aathmikafoundation(at)gmail[dot]com
,,,,,,,,,,,,
79,Aatmik Aradhana Charitable Trust,"show_ngo_info(""169873"");","6115, Delhi (DELHI)","14/6, Biharipur Extension, Near CRPF Camp, Karawal Nagar,","Children,Education & Literacy,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Any Other","B-26, Gali No-1, B Block, Shri Ram Colony, Delhi-11094",Delhi,DELHI,Not Available,8130700253,Not Available,aatmicpreamtrust(at)gmail[dot]com
,,,,,,,,,,,,
80,Aavishkaarr Exhibition and Promotion Private Limited,"show_ngo_info(""161252"");","U74999DL2017PTC318789, New Delhi (DELHI)","C9/32, Sector 15","Education & Literacy,Any Other","14/6, Biharipur Extension, Near CRPF Camp, Karawal Nagar,",Delhi,DELHI,Not Available,9910978699,Not Available,aatmikaradhana(at)gmail[dot]com
,,,,,,,,,,,,
81,AAWAHAN,"show_ngo_info(""118675"");","S/316/DISTT.SOUTH/2011, DELHI (DELHI)","252-E AAWAHAN CHAMBER LGF SANT NAGAR EAST OF KAILASH , NEW DELHI-110065",Education & Literacy,"C9/32, Sector 15",New Delhi,DELHI,Not Available,9818999825,Not Available,aavishkaarrexhibt(at)gmail[dot]com
,,,,,,,,,,,,
82,aawahan be the change,"show_ngo_info(""153270"");","8901562, delhi (DELHI)","H.No. 103, Sainik Enclave, Sec 3, Mohan Garden, Uttam Nagar, New Delhi 110059","Art & Culture,Environment & Forests,Water Resources,Any Other","252-E AAWAHAN CHAMBER LGF SANT NAGAR EAST OF KAILASH , NEW DELHI-110065",DELHI,DELHI,011-40511828,9999007130,http://www.aawhan.com,info[dot]aawahan(at)gmail.com
,,,,,,,,,,,,
83,AAWAHAN SECURICOR  PRIVATE LIMITED,"show_ngo_info(""183128"");","U74920DL2008PTC184729, DELHI (DELHI)",252-E AAWAHAN CHAMBER LGFSANT NAGAR EAST OF KAILSH NEW DELHI 1100665,Data Not Found,"H.No. 103, Sainik Enclave, Sec 3, Mohan Garden, Uttam Nagar, New Delhi 110059",delhi,DELHI,Not Available,8010815941,Not Available,aawahanbethechange(at)gmail[dot]com
,,,,,,,,,,,,
84,Aawahan The New Voice,"show_ngo_info(""107238"");","S/830/2014, Delhi (DELHI)","Aawahan The New Voice,House No. 115, 4Th Floor, Block F, Gandhi Vihar,Delhi","Civic Issues,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Micro Finance (SHGs),Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Water Resources,Women's Development & Empowerment,Youth Affairs",252-E AAWAHAN CHAMBER LGFSANT NAGAR EAST OF KAILSH NEW DELHI 1100665,DELHI,DELHI,Not Available,9999820000,Not Available,groupaawahan(at)gmail[dot]com
,,,,,,,,,,,,
85,Aawaj Inititive For Social Change and deranged gov systems reforms society,"show_ngo_info(""154870"");","57828, New Delhi (DELHI)","E-3/445, Sultan Puri, New Delhi-110086",Women's Development & Empowerment,"Aawahan The New Voice,
House No. 115, 4Th Floor, 
Block F, Gandhi Vihar,
Delhi",Delhi,DELHI,0532-2545080,9818636100,http://www.aawahanindia.org,info(at)aawahanindia[dot]com
,,,,,,,,,,,,
86,AAYAM,"show_ngo_info(""186445"");","2113, East Delhi (DELHI)",221 C pocket B Mayur Vihar II PS Pandav Nagar Dist East Delhi Delhi110091,"Agriculture,Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Minority Issues,New & Renewable Energy,Nutrition,Prisoner's Issues,Right to Information & Advocacy,Science & Technology,Scientific & Industrial Research,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","E-3/445, Sultan Puri, New Delhi-110086",New Delhi,DELHI,Not Available,7291878124,Not Available,aawaz_ngo(at)yahoo[dot]com
,,,,,,,,,,,,
87,Aayushi shkshan evam prasarak pratishthan,"show_ngo_info(""197241"");","1742, Delhi (DELHI)",H. No. 470Street No. 1Bhagat Vihar Karawal Nagar,"Art & Culture,Differently Abled,Education & Literacy,Environment & Forests,Vocational Training",221 C pocket B Mayur Vihar II PS Pandav Nagar Dist East Delhi Delhi110091,East Delhi,DELHI,Not Available,9811300873,Not Available,aayamtrust(at)gmail[dot]com
,,,,,,,,,,,,
88,AAYUSHMAT SAHYOG FOUNDATION,"show_ngo_info(""164572"");","U93000DL2013NPL255175, LAXMI NAGAR (DELHI)","306, SURYA COMPLEX, 21 VEER SAVARKAR BLOCK, SHAKARPUR, DELHI-110092","Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs","H. No. 470
Street No. 1
Bhagat Vihar Karawal Nagar",Delhi,DELHI,Not Available,9953102002,Not Available,manojkmr796(at)gmail[dot]com
,,,,,,,,,,,,
89,AB UL HASAN NADWI EDUCATIONAL AND WELFARE TRUST,"show_ngo_info(""114579"");","985, NEW DELHI (DELHI)",BIHAR office:MADARSA TAYYIBA MINNAT NAGAR MADHOPUR POST ANGAWAN P.S. KATRA DISTRICT MUZAFFARPUR BIHAR 843360DELHI office:S-3/14 First Floor Jogabai Ext.Zakir New Delhi 110025,"Education & Literacy,Health & Family Welfare,Minority Issues","306, SURYA COMPLEX, 21 VEER SAVARKAR BLOCK, SHAKARPUR, DELHI-110092",LAXMI NAGAR,DELHI,Not Available,9717792134,Not Available,hemantsinghcs(at)gmail[dot]com
,,,,,,,,,,,,
90,abbasi educational and welfare trust,"show_ngo_info(""90864"");","1228, NEW DELHI (DELHI)","A 1/289A HASTSAL ROAD, NEAR SUNIL DAIRY UTTAM NAGAR NEW DELHI-110059","Education & Literacy,Health & Family Welfare,Information & Communication Technology,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","BIHAR office:
MADARSA TAYYIBA MINNAT NAGAR MADHOPUR POST ANGAWAN P.S. KATRA DISTRICT MUZAFFARPUR BIHAR 843360
DELHI office:
S-3/14 First Floor Jogabai Ext.Zakir New Delhi 110025",NEW DELHI,DELHI,0621-2276541,9871095872,Not Available,rahmatullah[dot]rahmatnadwi(at)gmail.com
,,,,,,,,,,,,
91,Abdul Hamid Khan Memorial Trust,"show_ngo_info(""157871"");","13585, Delhi (DELHI)","C-142 St No11 Kanti Nagar ExtKrishna Nagar,delhi-51","Education & Literacy,Health & Family Welfare,Labour & Employment,Women's Development & Empowerment","A 1/289A HASTSAL ROAD, NEAR SUNIL DAIRY UTTAM NAGAR NEW DELHI-110059",NEW DELHI,DELHI,011-25352975,8800237432,http://www.aewtdelhi.org,aewtdelhi(at)gmail[dot]com
,,,,,,,,,,,,
92,Abdul Rasheed Memorial Trust,"show_ngo_info(""171213"");","259, Tri Nagar (DELHI)","1828/137, Ground Floor Shanrti Nagar, Tri Nagar, Delhi-110035",Data Not Found,"C-142 St No11 Kanti Nagar Ext
Krishna Nagar,delhi-51",Delhi,DELHI,Not Available,9990023786,http://www.ahkmtrust.org,ahkmt20(at)gmail[dot]com
,,,,,,,,,,,,
93,ABHA MAHILA EVAM BAL VIKAS SANSTHA,"show_ngo_info(""233884"");","S/53697/2005, Delhi (DELHI)",Q-107 Vikas Vihar Manas Kunj Road Uttam Nagar New Delhi,"Children,Health & Family Welfare,Women's Development & Empowerment,Any Other","1828/137, Ground Floor Shanrti Nagar, Tri Nagar, Delhi-110035",Tri Nagar,DELHI,Not Available,9910956768,Not Available,armtrust259(at)gmail[dot]com
,,,,,,,,,,,,
94,ABHA SHIKSHA SAMITI,"show_ngo_info(""153085"");","S-30852, DELHI (DELHI)","A-881-882, GALI NO.01, MANGOLPURI, NEAR KALA MANDIR CINEMA DELHI-110083",Vocational Training,Q-107 Vikas Vihar Manas Kunj Road Uttam Nagar New Delhi,Delhi,DELHI,Not Available,9971830657,Not Available,kar[dot]chauhan1994(at)gmail.com
,,,,,,,,,,,,
95,ABHAS - Action Beyond Help And Support,"show_ngo_info(""165435"");","4738/4, New Delhi (DELHI)","A-201, Yamuna Apartments, Alaknanda,","Children,Education & Literacy,Vocational Training","A-881-882, GALI NO.01, MANGOLPURI, NEAR KALA MANDIR CINEMA DELHI-110083",DELHI,DELHI,Not Available,7838607716,Not Available,vk0158451(at)gmail[dot]com
,,,,,,,,,,,,
96,ABHAY RAMA FOUNDATION,"show_ngo_info(""170615"");","1805, DELHI (DELHI)","G-16B, MANSAROVER PARK, SHAHDARA, DELHI-10032","Education & Literacy,Rural Development & Poverty Alleviation","A-201, Yamuna Apartments, Alaknanda,",New Delhi,DELHI,Not Available,9871261113,http://abhas.org.in/,madhavisamson(at)hotmail[dot]com
,,,,,,,,,,,,
97,ABHIBHAWAK SANGH,"show_ngo_info(""238604"");","1504, DELHI (DELHI)","E – 217, WEST KARAWAL NAGAR, DELHI – 110094.","Art & Culture,Differently Abled,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Women's Development & Empowerment,Any Other","G-16B, MANSAROVER PARK, SHAHDARA, DELHI-10032",DELHI,DELHI,Not Available,9312223781,Not Available,abhayrama2016(at)gmail[dot]com
,,,,,,,,,,,,
98,Abhigyan Natya Association,"show_ngo_info(""117182"");","S-49151, DELHI (DELHI)",D-45/A Pandav Nagar Opp. Mother Dairy Delhi-110092,Art & Culture,"E – 217, WEST KARAWAL NAGAR, DELHI – 110094.",DELHI,DELHI,Not Available,9136773106,Not Available,meenubhagat16265(at)gmail[dot]com
,,,,,,,,,,,,
99,ABHILASA JANHITKARI SANSTHA,"show_ngo_info(""223797"");","67889, NEW DELHI (DELHI)","Flat No. 230, Ekta Appartment DDA, Sector 3, Dwarka, New Delhi","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Housing,Micro Finance (SHGs),Minority Issues,Rural Development & Poverty Alleviation,Sports,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs",D-45/A Pandav Nagar Opp. Mother Dairy Delhi-110092,DELHI,DELHI,011-23389407,9654462296,Not Available,abhigyannatya(at)gmail[dot]com
,,,,,,,,,,,,
