sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
66,AASMAA FOUNDATION,"4367, NEW DELHI (DELHI)","HU-55, VISHAKHA ENCLAVE, PITAMPURA, NEW DELHI, DELHI","Women's Development & Empowerment,Children","E 181,OM VIHAR, PHASE-5, UTTAM NAGAR NEW DELHI - 110059",DELHI,DELHI,Not Available,9312907995,HTTP://WWW.AASHMACHARITABLESOCIETY.ORG,doctorvinaypatel@gmail.com
67,Aasra Al Hind Educational And Social Welfare Society,"SOCIETY/WEST/2017/8902148, NEW DELHI (DELHI)","B- 412D D A COLONY, KHAYALA -110018","Art & Culture,Children,Differently Abled,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","HU-55, VISHAKHA ENCLAVE, PITAMPURA, NEW DELHI, DELHI",NEW DELHI,DELHI,Not Available,8130775705,Not Available,AASMAAFOUNDATION@GMAIL.COM
68,AASRA FOUNDATION,"174, NEW DELHI  (DELHI)",L EXNT 113 MOHAN GARDEN UTTAM NAGAR NEW DELHI 110059,"Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Land Resources,Micro Small & Medium Enterprises,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Water Resources,Women's Development & Empowerment,Any Other","B- 412
D D A COLONY, KHAYALA -110018",NEW DELHI,DELHI,Not Available,9711725805,https://www.facebook.com/aasraalhind.14,aasra.al.hind@gmail.com
69,AASRA SUDHAR,"396, NEW DELHI (DELHI)",H NO 358F F V PO BIJWASAN NEAR MAM CHAND DHARAMSHALA,"Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Aged/Elderly,Food Processing,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources",L EXNT 113 MOHAN GARDEN UTTAM NAGAR NEW DELHI 110059,NEW DELHI,DELHI,Not Available,9873132000,http:\\www.aasrafoundationngo.in,aasrafoundationsr@gmail.com
70,Aastha aur Prayas Samiti,"S/67702/2009, EAST DELHI  (DELHI)","36/60, Trilokpuri, Delhi-110091","Aged/Elderly,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs",H NO 358F F V PO BIJWASAN NEAR MAM CHAND DHARAMSHALA,NEW DELHI,DELHI,Not Available,9811373300,Not Available,aasrasudhar@gmail.com
71,Aastha Foundation,"411/07.02.2005, New Delhi (DELHI)","12LF, Tansen Marg, New Delhi - 110001","Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training,Women's Development & Empowerment","36/60, Trilokpuri, Delhi-110091",EAST DELHI,DELHI,011-22710771,9643600096,Not Available,aapsamiti@gmail.com
72,AASTHA FOUNDATION,"2181, NEW DELHI (DELHI)","H NO.173, BLOCK-C, GALI NO. 1, HANUMAN NAGAR, OLD SHIV MANDIR, NALA CAMP, RANGPURI PAHARI, NEW DELHI-110037","Education & Literacy,Health & Family Welfare,Vocational Training","12LF, Tansen Marg, New Delhi - 110001",New Delhi,DELHI,011-23358565,9811747384,http://www.aasthafoundation.in,info@aasthafoundation.in
73,AASTHA MANAV KALYAN FOUNDATION,"103, NEW DELHI (DELHI)","4033, G/F, GALI AHIRAN PAHARI, DHIRAJ, DELHI- 110006,",Data Not Found,"H NO.173, BLOCK-C, GALI NO. 1, HANUMAN NAGAR, OLD SHIV MANDIR, NALA CAMP, RANGPURI PAHARI, NEW DELHI-110037",NEW DELHI,DELHI,Not Available,8010640327,http://www.aasthafoundations.com,aasthafoundation51@gmail.com
74,Aastha Manav Vikas Samiti,"548/2013, Delhi (DELHI)","18/148 Trilokpuri, Delhi-110091","Aged/Elderly,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Right to Information & Advocacy,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","4033, G/F, GALI AHIRAN PAHARI, DHIRAJ, DELHI- 110006,",NEW DELHI,DELHI,Not Available,7319923362,Not Available,aasthamanavfoundation@gmail.com
75,AASTHA WORLD,"S-47591 OF 2003, NEW DELHI (DELHI)","319 A, 2ND FLOOR (BACK SIDE) PRAKASH MOHALLAH, EAST OF KAILASH, NEW DELHI","Environment & Forests,Health & Family Welfare,Water Resources,Women's Development & Empowerment,Youth Affairs","18/148 Trilokpuri, Delhi-110091",Delhi,DELHI,011-22710771,8130452011,Not Available,aasthamanavvikassamiti@gmail.com
76,AATAM SODHAN NGO WELFARE SOCIETY,"S/1198/SDM/NW/2012, DELHI (DELHI)","166 A , SULTAN PURI MAZRA EXTENSION DELHI-110041","Art & Culture,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","319 A, 2ND FLOOR (BACK SIDE) PRAKASH MOHALLAH, EAST OF KAILASH, NEW DELHI",NEW DELHI,DELHI,Not Available,7277777770,Not Available,mrityunjaysks@gmail.com
77,AATHMIKA FOUNDATION,"410, NEW DELHI (DELHI)","RZA 33/10, GF, PUL PRAHLAD PUR","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises","166 A , SULTAN PURI MAZRA EXTENSION DELHI-110041",DELHI,DELHI,Not Available,9818105224,Not Available,aatam.sodhan@gmail.com
78,Aatmic Prem Charitable Trust,"3424, Delhi (DELHI)","B-26, Gali No-1, B Block, Shri Ram Colony, Delhi-11094","Children,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Minority Issues,Nutrition,Vocational Training,Women's Development & Empowerment","RZA 33/10, GF, PUL PRAHLAD PUR",NEW DELHI,DELHI,0120-4335719,9873961111,http://www.aathmikafoundation.com,aathmikafoundation@gmail.com
79,Aatmik Aradhana Charitable Trust,"6115, Delhi (DELHI)","14/6, Biharipur Extension, Near CRPF Camp, Karawal Nagar,","Children,Education & Literacy,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Any Other","B-26, Gali No-1, B Block, Shri Ram Colony, Delhi-11094",Delhi,DELHI,Not Available,8130700253,Not Available,aatmicpreamtrust@gmail.com
80,Aavishkaarr Exhibition and Promotion Private Limited,"U74999DL2017PTC318789, New Delhi (DELHI)","C9/32, Sector 15","Education & Literacy,Any Other","14/6, Biharipur Extension, Near CRPF Camp, Karawal Nagar,",Delhi,DELHI,Not Available,9910978699,Not Available,aatmikaradhana@gmail.com
81,AAWAHAN,"S/316/DISTT.SOUTH/2011, DELHI (DELHI)","252-E AAWAHAN CHAMBER LGF SANT NAGAR EAST OF KAILASH , NEW DELHI-110065",Education & Literacy,"C9/32, Sector 15",New Delhi,DELHI,Not Available,9818999825,Not Available,aavishkaarrexhibt@gmail.com
82,aawahan be the change,"8901562, delhi (DELHI)","H.No. 103, Sainik Enclave, Sec 3, Mohan Garden, Uttam Nagar, New Delhi 110059","Art & Culture,Environment & Forests,Water Resources,Any Other","252-E AAWAHAN CHAMBER LGF SANT NAGAR EAST OF KAILASH , NEW DELHI-110065",DELHI,DELHI,011-40511828,9999007130,http://www.aawhan.com,info.aawahan@gmail.com
83,AAWAHAN SECURICOR  PRIVATE LIMITED,"U74920DL2008PTC184729, DELHI (DELHI)",252-E AAWAHAN CHAMBER LGFSANT NAGAR EAST OF KAILSH NEW DELHI 1100665,Data Not Found,"H.No. 103, Sainik Enclave, Sec 3, Mohan Garden, Uttam Nagar, New Delhi 110059",delhi,DELHI,Not Available,8010815941,Not Available,aawahanbethechange@gmail.com
84,Aawahan The New Voice,"S/830/2014, Delhi (DELHI)","Aawahan The New Voice,House No. 115, 4Th Floor, Block F, Gandhi Vihar,Delhi","Civic Issues,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Micro Finance (SHGs),Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Water Resources,Women's Development & Empowerment,Youth Affairs",252-E AAWAHAN CHAMBER LGFSANT NAGAR EAST OF KAILSH NEW DELHI 1100665,DELHI,DELHI,Not Available,9999820000,Not Available,groupaawahan@gmail.com
85,Aawaj Inititive For Social Change and deranged gov systems reforms society,"57828, New Delhi (DELHI)","E-3/445, Sultan Puri, New Delhi-110086",Women's Development & Empowerment,"Aawahan The New Voice,
House No. 115, 4Th Floor, 
Block F, Gandhi Vihar,
Delhi",Delhi,DELHI,0532-2545080,9818636100,http://www.aawahanindia.org,info@aawahanindia.com
86,AAYAM,"2113, East Delhi (DELHI)",221 C pocket B Mayur Vihar II PS Pandav Nagar Dist East Delhi Delhi110091,"Agriculture,Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Minority Issues,New & Renewable Energy,Nutrition,Prisoner's Issues,Right to Information & Advocacy,Science & Technology,Scientific & Industrial Research,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","E-3/445, Sultan Puri, New Delhi-110086",New Delhi,DELHI,Not Available,7291878124,Not Available,aawaz_ngo@yahoo.com
87,Aayushi shkshan evam prasarak pratishthan,"1742, Delhi (DELHI)",H. No. 470Street No. 1Bhagat Vihar Karawal Nagar,"Art & Culture,Differently Abled,Education & Literacy,Environment & Forests,Vocational Training",221 C pocket B Mayur Vihar II PS Pandav Nagar Dist East Delhi Delhi110091,East Delhi,DELHI,Not Available,9811300873,Not Available,aayamtrust@gmail.com
88,AAYUSHMAT SAHYOG FOUNDATION,"U93000DL2013NPL255175, LAXMI NAGAR (DELHI)","306, SURYA COMPLEX, 21 VEER SAVARKAR BLOCK, SHAKARPUR, DELHI-110092","Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs","H. No. 470
Street No. 1
Bhagat Vihar Karawal Nagar",Delhi,DELHI,Not Available,9953102002,Not Available,manojkmr796@gmail.com
89,AB UL HASAN NADWI EDUCATIONAL AND WELFARE TRUST,"985, NEW DELHI (DELHI)",BIHAR office:MADARSA TAYYIBA MINNAT NAGAR MADHOPUR POST ANGAWAN P.S. KATRA DISTRICT MUZAFFARPUR BIHAR 843360DELHI office:S-3/14 First Floor Jogabai Ext.Zakir New Delhi 110025,"Education & Literacy,Health & Family Welfare,Minority Issues","306, SURYA COMPLEX, 21 VEER SAVARKAR BLOCK, SHAKARPUR, DELHI-110092",LAXMI NAGAR,DELHI,Not Available,9717792134,Not Available,hemantsinghcs@gmail.com
90,abbasi educational and welfare trust,"1228, NEW DELHI (DELHI)","A 1/289A HASTSAL ROAD, NEAR SUNIL DAIRY UTTAM NAGAR NEW DELHI-110059","Education & Literacy,Health & Family Welfare,Information & Communication Technology,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","BIHAR office:
MADARSA TAYYIBA MINNAT NAGAR MADHOPUR POST ANGAWAN P.S. KATRA DISTRICT MUZAFFARPUR BIHAR 843360
DELHI office:
S-3/14 First Floor Jogabai Ext.Zakir New Delhi 110025",NEW DELHI,DELHI,0621-2276541,9871095872,Not Available,rahmatullah.rahmatnadwi@gmail.com
91,Abdul Hamid Khan Memorial Trust,"13585, Delhi (DELHI)","C-142 St No11 Kanti Nagar ExtKrishna Nagar,delhi-51","Education & Literacy,Health & Family Welfare,Labour & Employment,Women's Development & Empowerment","A 1/289A HASTSAL ROAD, NEAR SUNIL DAIRY UTTAM NAGAR NEW DELHI-110059",NEW DELHI,DELHI,011-25352975,8800237432,http://www.aewtdelhi.org,aewtdelhi@gmail.com
92,Abdul Rasheed Memorial Trust,"259, Tri Nagar (DELHI)","1828/137, Ground Floor Shanrti Nagar, Tri Nagar, Delhi-110035",Data Not Found,"C-142 St No11 Kanti Nagar Ext
Krishna Nagar,delhi-51",Delhi,DELHI,Not Available,9990023786,http://www.ahkmtrust.org,ahkmt20@gmail.com
93,ABHA MAHILA EVAM BAL VIKAS SANSTHA,"S/53697/2005, Delhi (DELHI)",Q-107 Vikas Vihar Manas Kunj Road Uttam Nagar New Delhi,"Children,Health & Family Welfare,Women's Development & Empowerment,Any Other","1828/137, Ground Floor Shanrti Nagar, Tri Nagar, Delhi-110035",Tri Nagar,DELHI,Not Available,9910956768,Not Available,armtrust259@gmail.com
94,ABHA SHIKSHA SAMITI,"S-30852, DELHI (DELHI)","A-881-882, GALI NO.01, MANGOLPURI, NEAR KALA MANDIR CINEMA DELHI-110083",Vocational Training,Q-107 Vikas Vihar Manas Kunj Road Uttam Nagar New Delhi,Delhi,DELHI,Not Available,9971830657,Not Available,kar.chauhan1994@gmail.com
95,ABHAS - Action Beyond Help And Support,"4738/4, New Delhi (DELHI)","A-201, Yamuna Apartments, Alaknanda,","Children,Education & Literacy,Vocational Training","A-881-882, GALI NO.01, MANGOLPURI, NEAR KALA MANDIR CINEMA DELHI-110083",DELHI,DELHI,Not Available,7838607716,Not Available,vk0158451@gmail.com
96,ABHAY RAMA FOUNDATION,"1805, DELHI (DELHI)","G-16B, MANSAROVER PARK, SHAHDARA, DELHI-10032","Education & Literacy,Rural Development & Poverty Alleviation","A-201, Yamuna Apartments, Alaknanda,",New Delhi,DELHI,Not Available,9871261113,http://abhas.org.in/,madhavisamson@hotmail.com
97,ABHIBHAWAK SANGH,"1504, DELHI (DELHI)","E – 217, WEST KARAWAL NAGAR, DELHI – 110094.","Art & Culture,Differently Abled,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Women's Development & Empowerment,Any Other","G-16B, MANSAROVER PARK, SHAHDARA, DELHI-10032",DELHI,DELHI,Not Available,9312223781,Not Available,abhayrama2016@gmail.com
98,Abhigyan Natya Association,"S-49151, DELHI (DELHI)",D-45/A Pandav Nagar Opp. Mother Dairy Delhi-110092,Art & Culture,"E – 217, WEST KARAWAL NAGAR, DELHI – 110094.",DELHI,DELHI,Not Available,9136773106,Not Available,meenubhagat16265@gmail.com
99,ABHILASA JANHITKARI SANSTHA,"67889, NEW DELHI (DELHI)","Flat No. 230, Ekta Appartment DDA, Sector 3, Dwarka, New Delhi","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Housing,Micro Finance (SHGs),Minority Issues,Rural Development & Poverty Alleviation,Sports,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs",D-45/A Pandav Nagar Opp. Mother Dairy Delhi-110092,DELHI,DELHI,011-23389407,9654462296,Not Available,abhigyannatya@gmail.com
100,Abhimanch,"478, New Delhi (DELHI)","B-58, First Floor, Mansaram ParkUttam Nagar, New Delhi",Art & Culture,"Flat No. 230, Ekta Appartment DDA, Sector 3, Dwarka, New Delhi",NEW DELHI,DELHI,Not Available,8929278270,Not Available,abhilasa.nation@gmail.com
2,ABHINAV SAMAJ,"3466, New Delhi (DELHI)","R-10, R-Block, Old Uttam Nagar,New Delhi-110059(INDIA)","Children,Disaster Management,Aged/Elderly,Legal Awareness & Aid,Women's Development & Empowerment,Art & Culture,Biotechnology,Environment & Forests,Rural Development & Poverty Alleviation,Any Other","Abhinav Bal Lok :672-Sanjay Enclave,Opp.GTK Depot,Metro Pillar No.155,Delhi-110033
Phone: 01127631069, 01127632069, 01127633069",North Delhi,DELHI,Not Available,9891173891,http://www.abhinavballokngo.org,abhinavballok1968@gmail.com
3,Abhipraay Foundation,"S/ND/316/2013, New Delhi (DELHI)","D-8/8109, Vasant Kunj New Delhi-110070","Children,Education & Literacy,Vocational Training,Women's Development & Empowerment,Dalit Upliftment,Differently Abled,Aged/Elderly","R-10, R-Block, Old Uttam Nagar,
New Delhi-110059
(INDIA)",New Delhi,DELHI,Not Available,9810901970,http://www.abhinavsamaj.org,abhinavsamaj2010@gmail.com
4,ABHISHEK FOUNDATION FOR DIFFERENTLY ABLED,"ROS/North/165/2011, Delhi (DELHI)","G.F. 2A-13, Raj Niwas Marg, Civil LinesDelhi-110054",Differently Abled,"D-8/8109, Vasant Kunj New Delhi-110070",New Delhi,DELHI,Not Available,9971003877,http:\\www.abhipraay.org,slgoyal@usptm.net
5,Abhivyakti Foundation,"39069, Delhi (DELHI)","1/18-B, Asaf Ali Road,Room No.-403, Dreamland Building,Opposite Kamla Market,New Delhi, 110002","Children,Education & Literacy,Health & Family Welfare,HIV/AIDS,Micro Finance (SHGs),Vocational Training,Women's Development & Empowerment","G.F. 2A-13, Raj Niwas Marg, Civil LinesDelhi-110054",Delhi,DELHI,Not Available,9999009643,Not Available,Walterprincewilson@gmail.com
6,ABHIVYAKYI KARYA SHALA,"S-18332/1987, Mayur Vihar (DELHI)","B43,UNITED INDIA GGHS, MAYUR VIHAR,PHASE - IDELHI 110091",Art & Culture,"1/18-B, Asaf Ali Road,
Room No.-403, Dreamland Building,
Opposite Kamla Market,
New Delhi, 110002",Delhi,DELHI,011-23232102,9868035848,http://www.abhivyaktifoundation.in,abhivyakti.foundation.org@gmail.com
7,Abhiyan Yuva Welfare Soceity,"67785, New Delhi (DELHI)","Plot no 83, Amberhai, Sector 19, Dwarka",Vocational Training,"B43,UNITED INDIA GGHS, MAYUR VIHAR,PHASE - I
DELHI 110091",Mayur Vihar,DELHI,Not Available,9811189814,http://aksngo.com,manojchandola@ymail.com
8,Abhyuday,"S-28867/1996, New Delhi (DELHI)","Flat No 102, U/G Floor, Dwarka Apartment, Plot NoA 232, Vipin Garden, Dwarka Mor, New Delhi",Data Not Found,"Plot no 83, Amberhai, Sector 19, Dwarka",New Delhi,DELHI,011-65177222,9250659891,Not Available,abhiyanyuvawelfaresociety@gmail.com
9,ABHYUDAY FOUNDATION,"U85100DL2013NPL249286, NEW DELHI  (DELHI)","H.No.124, Lower Ground Floor,(Basement), Uday Park, August Kranti Marg,New Delhi110049,Delhi, INDIA","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Minority Issues,Nutrition,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tourism,Vocational Training,Women's Development & Empowerment,Youth Affairs","Flat No 102, U/G Floor, Dwarka Apartment, Plot NoA 232, Vipin Garden, Dwarka Mor, New Delhi",New Delhi,DELHI,Not Available,9818177280,Not Available,vibhayjha@gmail.com
10,ABIDA HELPUS TRUST,"823, SOUTH DELHI (DELHI)","G-690 SANGAM VIHAR, NEW DELHI 110062",Data Not Found,"H.No.124, Lower Ground Floor,(Basement), Uday Park, August Kranti Marg,
New Delhi110049,
Delhi, INDIA",NEW DELHI,DELHI,Not Available,9891085755,Not Available,pkd101080@gmail.com
11,Ability Consortium,"ROS/North/642/2016, Delhi (DELHI)","89 UNIQUE APPARTMENTSPLOT NO 2,SECTOR 13, ROHINI","Children,Differently Abled,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,Any Other","G-690 SANGAM VIHAR, NEW DELHI 110062",SOUTH DELHI,DELHI,Not Available,9871808089,Not Available,abidahelpustrust8@gmail.com
12,ABSOLUTE HUMAN CARE FOUNDATION,"U85320DL2017NPL311121, New Delhi (DELHI)","11/18,Ground Floor,East Punjabi BaghNew Delhi-110026India","Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,Micro Small & Medium Enterprises,Nutrition,Rural Development & Poverty Alleviation,Women's Development & Empowerment","89 UNIQUE APPARTMENTSPLOT NO 2,SECTOR 13, ROHINI",Delhi,DELHI,Not Available,9873905116,http://www.abilityconsortium.org,s_goyal14@yahoo.co.in
13,Absolute Return for Kids,"DISTRICT EAST/SOCIETY/77/2010, DELHI (DELHI)","A22, 3RD FLOOR, GREEN PARK MAIN, AUROBINDO MARG, NEW DELHI - 110016",Education & Literacy,"11/18,Ground Floor,East Punjabi Bagh
New Delhi-110026
India",New Delhi,DELHI,Not Available,9953121305,http://www.ahcfoundation.org.in,rajiv@ahcfoundation.org.in
